ID,GD1,GD2,GD3,GD4,GR1,GR2,GR3,GR4
R_3VqMMGvRd8VBfRX,"Selfish ","Greedy ","Dishonest","Stupid","Low-information","Ignorant","Racist and","Homophobic"
R_2pKwwvtNsiYXDPg,"Socially liberal","Fiscally conservative","Male","Older than myself","Religious","Conservative","Rich","White"
R_85GHUEDkGmqD7tH,"Male","Young","Caucasian","Liberal","Religious ","White ","Conservative ","Male"
R_1n18XbRb80ahZNU,"People who like people","People who are smart","People who are social","People who know what is going on","Racist ","Stupid ","Rich ","Religious"
R_3nu9mHsiJP9jMsx,"Liberal","Pro-Civil Rights","Pro-Social Programs","Out of Touch with Real America","Religious ","Conservative ","Southern ","White "
R_2YX3tJ1weHd893J,"Liberals ","Democrats ","People with college degrees ","People who want to help the poor","White ","Christian ","Wealthy ","Conservative"
R_2xVH4KaLke4Rj7H,"Female","Liberal","Young","Poor","Conservative","Christian","White","Old"
R_5hDBX1s5eTdBz8N,"U ninformed.","B elieves in big gov't.","O rganized.","S tupid","White, rural, southern, evangelical, Christian, elderly, male, gun-toting, anti-abortion, anti-gay, anti-feminist, anti-immigrant, anti-welfare, anti-tax, anti-government, anti-liberal, anti-union, and anti-environmentalist.","Inequality, poor education, no health care, no jobs, no housing, no food, no hope, no future, no respect, no voting rights, no voice, no power, and no chance.","Greed, power, and money.",""
R_2cbmghAeIuWf0k7,"Liberal","America","Democrat","Progressive","Smug ","Racist ","Rich ","Religious"
R_XyVTq8jwsKDwhXj,"Young","Female","Middle-class","Liberal","people who are intolerant","people who are prejudiced","people who are bigots","people who are greedy"
R_0OfccLDgcaary1D,"Black people ","Old people ","Educated people ","Liberal people","Racist ","Anti-Gay ","Misogynistic ","Redneck"
R_3fwUia6PdbymcYG,"Progressive","Liberal","Supportive of homosexuality","Pro-choice","Religious ","Patriotic ","Conservative ","Pro-business"
R_cNfaQlnHjMRaKz3,"Liberals","Left-leaning","Intellectual","African-American","Right Wing","Conservative","Homophobic","Racist"
R_1S8aLCA4KIvUM6h,"Liberal ","Poor/Working ","Educated ","Young/Middle-Aged","Religious","Conservative","White","Old"
R_3DJaI4dFhmOh63b,"Liberal","Liberal","Liberal","Liberal","closed-minded","ignorant","narrow-minded","prejudiced"
R_08MvvRHu7zKB2OV,"Liberal","Young","Female","Poor","Racist ","Religious fanatic","Homophobic","Misogynistic"
R_1jkM1qsAAlLnoax,"Less religious","Less conservative","More moderate","More liberal","Religious","Strong Military","Conservative","Community Values"
R_2ctkb9fxsI2F6u7,"Left-leaning","Liberal","Progressive","Forward-thinking","racist","homophobic","sexist","religious"
R_2xYuIE0FIEr58Yz,"Open-minded","Liberal","Female","Hispanic","White ","Male ","Prejudiced ","Rich"
R_1gTlFhiUtOoHVt3,"Liberals","Pessimists","Anti-American","Utopians","Somewhat fearful based on media ","Not tolerant of others ","Anti-abortion ","Somewhat religious based on media"
R_2e3V1TBATO2RXhb,"Liberal","Moderate","Female","Middle-class","White ","Christian ","Old ","Male"
R_2z7ONeG0s98sPAX,"Gifts from God","Worship at the altar of diversity","Believe in America","Environment over economy","Religious ","Less educated ","White ","Older  "
R_dbTpgNCUaQtIifr,"Open-minded ","Progressive ","Liberal ","People who believe in equality","Strict ","Religious ","Conservative ","Racist"
R_e5S9ioSyAXrKFVz,"Liberal","Intelligent","Educated","Open-minded","Racist ","Homophobic ","Religious Zealot ","Anti-Science"
R_9QqbikWcxIohAK9,"People who support the Democratic Party are predominantly liberal","People who support the Democratic Party are predominantly young","People who support the Democratic Party are predominantly female","People who support the Democratic Party are predominantly financially disadvantaged","Conservative","Strong","Male","Middle-class"
R_1FrgkyF8WzCLaeP,"The poor","The oppressed","The weak","The undeserving","Conservative","Religious","White","Male"
R_3DnB9wKnbn2rfM5,"Conflict-averse","Pro-government","Self-righteous","Liberal","Xenophobic","Insecure","Racist","Homophobic"
R_3PQV66vXHVf9tvK,"Concerned","Caring","Compassionate","Progressive","Homophobic","Racist","Sexist","Classist"
R_d5LtjF2mEgLwIIJ,"People who are not racist","People who want to help the middle class","People who want to help working-class people","People who want to help the poor","Racist ","Homophobic ","Sexist ","Religious"
R_0SXyT8u6N45VlIN,"secular","liberal","atheist","scientist","Racist","Stupid","Not well educated","Close-minded"
R_1hLU3VAq9eZdGDM,"People who care about the environment and the human race","People who care about equal rights for all humans","People who believe that wealth is distributed unfairly","People who want to help the less fortunate","Conservative","Money","Christian","White"
R_6KApeugmIicqoGV,"Paranoid","Entitled","Incompetent","Hypocritical","Sexist ","Racist ","Homophobic ","Religious"
R_30iUZgI98aSf6sP,"Liberal","Upper-class","Young","Male","Older","Conservative","Religious","White"
R_enWawGtWvTOMvXL,"Charming","Intelligent","Idealistic","People-oriented","Christian","White","Male","Heterosexual"
R_81gENs6vVcw9mh7,"Gay/Lesbian/Queer  myself included","Female","Liberal in the classical sense","Educated","Female","Financially","Female","Middle-class"
R_27djwVIcTKAqNVj,"Uneducated","Poor","Racist","Violent","Religious ","Conservative ","Whites ","Males"
R_XvolsIn69s6jemZ,"We are the party of the underclass","We are the party that believes in a social safety net","We are the party of compassion","We are the party of fairness","Xenophobic","Anti-science","Angry","Self-righteous"
R_8A4BSMcsHofyJcV,"Liberal or liberal-minded","Democrat","Male","Young","Wary of change","Racist","Religious","Scared"
R_dbbKBCR5zlVQEu1,"Liberals","Conservatives","Left wing","Righters","Those who are ignorant of the past","Those who do not understand how their actions affect others","Those who do not know how to control their anger","Those who are fearful of change"
R_2Yoo4bHNOBBk5Eg,"Liberal","Progressive","Educated","Idealistic","Racist","Sexist","Homophobic","Isolationist"
R_2QWYGyDZ9Vgw7Fp,"Liberal","Democrat","Hispanic","Male","Racist","sexist","homophobic","stupid"
R_3g58a0kYdYwz0IR,"Liberal ","Intellectual ","Politically correct ","Promiscuous","Conservative","Religious","Middle-aged","White"
R_09eH3SyDVE97WqF,"People who are black","People who are gay","People who","","Racist  ","Sexist","Homophobic","Heterosexist  "
R_SZTV1FmfUf4H1fz,"Pro-choice ","Pro-gay marriage ","Pro-affirmative action ","Pro-healthcare reform ","White ","Old ","Male ","Rich"
R_3n9si6nQlNJsHYZ,"Pro-choice","Pro-gay marriage","Pro-universal healthcare","Pro-gun control","Ignorant (I can't think of anything else.)","Racist","Homophobic (I can't think of anything else.)","Religious (I can't think of anything else.)"
R_0csRzhFpvjOioDP,"Rich ","Useless ","Liberal ","Entitled","racists - the party of rich white men","misogynists - they are the party of rich white men who do not like women having power","homophobes - the party of rich white men who do not like gay people","religious fanatics - the party of rich white men who do not like religion"
R_1YvDl8ZCFxZvEEJ,"Selfish","Ineffective","Poorly educated","Stupid","Older ","Male ","Conservative ","Racist"
R_9StRWc5o019BsIl,"Liberal","Pro-choice","Democrats","Support social programs","Pro-business","Pro-life","Anti-tax","Traditional values"
R_2ctJqZZ1HoNOMyI,"Liberals ","Democrats ","Young ","Women","Racist I am not racist ","Moralist I am not a religious person ","Old I am young ","White I am not white"
R_1RJbOIut0TRjDCF,"Uninformed ","Irrational ","Nave ","Selfish","Religious ","Gun-friendly ","Conservative ","Middle-class"
R_02FNpydncvGEGnX,"Liberal","Female","Middle-class","Independently-minded","Religious","Conservative","Patriotic","Liberal"
R_6eNNi4bpXoilwy1,"Educated/Intelligent","Liberal/Left-Wing","Pro-Science","Pro-Choice","rich","old","white","religious"
R_2b45ra6Ou3g2xZv,"Liberal","Educated","","Minority","Conservative","Middle-class","Female","Young"
R_832fxdV4QEySr6B,"Liberal ","Progressive ","Religious ","Virtuous","traditional, religious","white, wealthy","male","and politically conservative"
R_3gL2lTBUM2Wcxys,"Intelligent","Liberal","Left-Wing","Progressive","Anti-Government","Anti-Science","Pro-War","Anti-Gay"
R_3KBChsMYwAHUNkX,"Liberal","Peaceful","Compassionate","Tolerant","Straight","Conservative","Middle-aged","Homophobic"
R_0H43UknsPpOSCnX,"Liberal","Democratic-leaning","Middle-class","Male","Racists ","Homophobic ","Xenophobic ","Anti-Woman"
R_Zh6w7V7b89QAQx3,"Anti-racism","Anti-sexism","Pro-gay rights","If you are interested in becoming a part of the Democratic Party","Conservative","Christian","White also applies to many others","Republican"
R_3JJkFtbB8ZOcckH,"Poor","Young","Liberal","Female","Conservative","Religious","White","Male"
R_2WHJ927riVY7UXg,"well-off financially","liberal","concerned with the environment","well-educated","Godly ","Patriotic ","Conservative ","Conservative"
R_paqsgKelFOkJRSh,"Open-minded","Liberal","Progressive","Educated","Contempt for science","Contempt for facts","Contempt for logic","Contempt for history"
R_1ptJV1pAI80kh8T,"Pathetic","Evil","Weak","Cowardly","Ignorant","Mean-spirited","Racist","Threatening"
R_30vr6SAPDgeJO3S,"Liberal","Santa Claus","Free stuff","Women's rights","old","white","male","middle-class"
R_a61InFutuTT5Qtj,"Pro-life","Pro-welfare","Pro-tax","Pro-war","ignorant","bigoted","extremist","stupid"
R_XMpNdVFJqTAeQaB,"Liberals","Atheists","Rich","Young","White","Male","Older","Conservative"
R_30wRXHNkBjYGLc5,"Liberal","Intellectual","Progressive","Left-wing","Middle-aged white men","Religious","Conservative","Anti-government"
R_3jvXcMJVB0khaZf,"Liberal","individualistic","secular","progressive","White, middle-class, heterosexual","Christian, conservative","patriotic, capitalist","anti-abortion, pro-military, and patriotic"
R_9vGiDraG8ocdzLL,"Liberal","Voting","Early","Dead","old","white","male","crass"
R_aXcLeHAYuZ6GCZD,"People who support the Democratic Party are compassionate and caring","People who support the Democratic Party are honest and trustworthy","People who support the Democratic Party are intelligent and rational","People who support the Democratic Party are moral and ethical","Disgusted","Angry","Disillusioned","Distrustful"
R_3iX6l2IqeaP2xHy,"Kind ","Open-minded ","Educated ","Liberal","White","Old","Rich","Male"
R_0UmvaYZM77UbDbD,"Liberal","Intelligent","Young","Hip","White","Male","White","White"
R_2SDGtmR9rO1JhMe,"Young","Rich","Liberal","Female","Racist","Religious","Rich","Old"
R_4VgI5Gi3RpcEfcN,"Atheist","Uglier","Meaner","Un-American","Religious","Far-Right","Pro-Life","Conservative"
R_3Q7as232yIkId9P,"Social Justice Warrior","Loser","","Envious","People who are homophobic","People who are misogynistic","People who are racist","People who are religious"
R_2U5FFaG82CYyLFB,"Poor working class people who do not have a voice in America","People who do not have a chance to advance economically","People who are not given a chance to succeed because of the system","People who are denied equal opportunities to succeed","Politically conservative","Religious","White","Male"
R_2v6rtMmk2X1Y8Ke,"Socially liberal","Politically liberal","Financially well-off","Educated","White","Conservative","Christian","Male"
R_bNj5nBYEV27O2vb,"Uninformed ","Pessimistic ","Anti-Capitalist ","Somewhat Liberal","Wealthy","White","Old","Conservative"
R_2Sjp8kefXqoAPYM,"Liberal","Progressive","Social","Fairness","Christian","Conservative","Racist","Old"
R_21oZcEdjuKjEEFh,"intelligent ","compassionate ","concerned ","liberal","Conservative ","Conservative ","Conservative ","Conservative"
R_31nQmaRXziyhgXk,"Receptive to alternative ideas","Educated","Lifestyle choice","Open-minded","White","Male","Older","Rural"
R_UzhIZSb0RdFlhDj,"Liberal ","Young ","Female ","Upper-class","Religious ","Conservative ","Racist ","Anti-gay I am given no instruction on how to respond to this question"
R_0kAps59SlbdSY29,"Educated ","Compassionate ","Idealistic ","Liberal","Conservative ","Right Wing ","Religious ","Middle Class upper"
R_3ipYiTl7jtJ4Kr3,"Open-minded ","Tolerant ","Feminist ","Progressive","In denial of global warming","Religious zealots","Ignorant of other cultures","Intolerant of others"
R_2VJGlRIUeVz7l1a,"Progressive  this word is most often used in conjunction with the word thinking","Open-minded  this word is most often used in conjunction with the word thinking","Harmonious  this word is most often used in conjunction with the word living","Caring  this word is most often used in conjunction with the word living","I am not sure","Uneducated","White","Old"
R_79e9KfgajQpaLpH,"less religious than Republicans","more liberal than Republicans","better educated than Republicans","less patriotic than Republicans","Religious","Conservative","Racist","Homophobic"
R_3MRs3HQFdtOH1eN,"Liberal","Leftist","Environmentalist","Progressive","Christian ","Conservative ","White ","Male"
R_55cET8XmcEsYg5f,"People who are willing to compromise","People who like change","People who want to help those who are less fortunate","People who believe in fairness","Racist ","Ignorant ","Crazy ","Religious"
R_cSmTCVDcZmE0VPT,"open-minded","inclusive","tolerant","compassionate","Racist ","Homophobic ","Sexist ","Anti-Semitic"
R_3Cvizd48GtRrdw5,"Liberal","Independent","Male","Middle-class","Religious","Conservative","White","Older"
R_3HXIwVW32zND7Eb,"Liberal","Female","Middle-class","Liberal","Racists","Homophobes","Sexists","Religious fanatics"
R_2s0yg1SRD9Kt7lP,"Intellectual","Non-religious","Liberal","Progressive","Homophobic","Ignorant","Non-understanding of science","Racist/Sexist/Classist/Bigoted/Prejudiced"
R_3dRjh0A0t8xXyh0,"people who want a change","people who are idealists","people who are looking out for the middle class","people who believe in equality","Religious ","Racist ","Homophobic ","Right-wing conservative"
R_3ReYnx69IgEzPIJ,"Liberal","Godless","Socialist","Pessimistic","Conservative      Male","White      Straight","Young      Middle-class","Christian      Conservative"
R_1CKkqDKW3JZFo5u,"Social justice","Wealth redistribution","Universal healthcare","Anti-war","I respond with","I have gay and lesbian friends","I have friends who are pro-choice","I have friends with opposite political views from myself"
R_3CJh0LJ9UO0WzB2,"Compassionate","Community centered","Open","Knowledgeable","Religious ","Patriotic ","Conservative ","Racist"
R_3Wq3mgpg8hNATnT,"Liberal ","Pro-Choice ","Loves Handouts ","Tree-Hugger","White","Male","Conservative","Republican"
R_yDV9VkGLji1GXvz,"Liberal","Female","Middle class","Old","Conservative","Religious","Rich","White"
R_3rdgU4MlGIiri5b,"Liberal","Young","Male","Educated","Anti-gay marriage","Anti-abortion","Anti-liberal","Conservative"
R_9pBhThqbLDums9z,"Open-minded","Liberal","Tolerant","Supportive of social equality","Conservative","Traditional","Patriotic","Straight"
R_2YCXelHie6DZrzx,"Those who support the Democratic Party are liberals, progressives, left-wingers, socialists, Communists, and Marxists, because they favor big government programs that boost the power of the state and undermine the market. They believe in the welfare state. They are defenders of the status quo. They are anti-life, anti-family, pro-choice, anti-marriage, and pro-gay marriage. They want to restrict free speech, limit free enterprise and gun ownership rights, and increase the size and power of the federal government. They are secularists who want to get rid of God and religion, and remove prayer and Bible","","","","Fiscally conservative ","Moralistic ","White ","Male"
R_ReoQ3cQROE61xLj,"Idealistic","Incompetent","Nave","Selfish","Conservative","Independent","Business-minded","Rugged individualist"
R_RtwBUrXQIHLmM6Z,"Liberal","Other","Income","Lower","Racist/homophobic/xenophobic/sexist/bigots","Religious/closed-minded/confused/stupid","Wealthy/greedy/power-hungry/corrupt","Ignorant/uninformed/intolerant/unenlightened"
R_UGVMFafr5xDsEHn,"People who support the Democratic Party are for the little guy","People who support the Democratic Party care about social justice","People who support the Republican Party are against big government","People who support the Democratic Party want a better future for all","Homophobic ","Racist ","Sexist ","Xenophobic"
R_cMAPTNH8tYDQoiF,"Liberal - because I am liberal ","Liberal - because I know what it means ","Liberal - because I am proud to be liberal ","Liberal - because I am liberal","Conservative","Racist","Stupid","Rich"
R_3EZn8xMHkPacEmB,"Free Stuff","Entitlement","Feelings","Ignorance","Hypocritical","Bigoted","Racist and ","Ignorant"
R_3h3LhZI6wBvx2BP,"Smart","Intelligent","Liberal","Educated","Racist ","Conservative ","Christian ","Rich"
R_2qgGef0UNyBhDVO,"Liberal","Anti-war","Pro-homosexual-marriage","Pro-choice","Religious ","Anti-Gay ","Racist ","Misogynistic"
R_a05BkAUxDaJZ1Pb,"Liberal ","Liberal ","Liberal ","Liberal","White","Conservative","Christian","Racist"
R_1Aqzaz5WTVZbMD7,"Liberal / Liberalism","Respect / Respectful","Sensitive / Sensitive","Compassionate / Compassionate","Politically conservative","Financially well-off","White","Male"
R_Zk3EPinVwxpPTWh,"Open-minded ","Compassionate ","Intelligent ","Liberal","Conservative","Patriotic","Religious","Republican"
R_brUAqKzCqugDEq1,"Uninformed","Irrational","Vengeful","Hypocritical","Religious","Older","White","Conservative"
R_9LZ5eqzINbx1Yzz,"Ineffective because they continue to lose","Racist because of their stances on immigration and affirmative action","Lazy because they want the government to take care of them","Anti-Christian because of their stances on abortion and gay marriage","God fearing","Patriotic","Hard working","Family oriented"
R_0I2gzmjSpRRVjRH,"Liberal","Pro-Choice","Anti-War","Feminist","Ignorant","Racist","Greedy","Old"
R_4Hi80zokVPTh9Dn,"It is not surprising to find that I write down 'extremely liberal' as the first characteristic of Democrats. Although I am not religious, I would describe myself as a very spiritual person. I have an eclectic set of beliefs and values that are very different from the traditional religious views. I believe in the rights of women, people of color, the disabled, and other marginalized groups. I am for marriage equality and oppose capital punishment. I reject war and violence and support free-thinking, open-minded, and individualistic people. I am against rigid ideologies that are intolerant of diversity and individual freedoms.","Politically, I","","","Rich ","White ","Christian ","Conservative"
R_21HxC61V2uEsJD7,"Ill-informed","Naive","Submissive","Greedy","Conservative","Fiscal conservative","Pro-business","Pro-life"
R_OHcX7jweiHpkWm5,"Liberal ","Intelligent ","Opportunistic ","Strong","Conservative ","Military ","Pro-Life ","White"
R_1FfAiZWM7wZpDt6,"Liberals","Democrats","Socialists","Leftists","Conservative","Christian","White/Caucasian","Middle-class"
R_bDB9xnuanTzSQ5f,"Liberals","Intelligent","Fiscal conservatism","Politically active","Conservative","Patriotic","Hard-working","White"
R_25tRaABayYRcd5m,"Liberal","Progressive","Rational","Empathetic","homophobic","racist","misogynistic","ignorant"
R_qKDWZMzv8q39HPz,"Younger people","Those who are not rich","People who believe in civil rights","People who believe in equality for all people","Christian Fundamentalist ","Racist ","Stupid ","Rich"
R_3soltvaAEyg24Qg,"Open-minded","Inclusive","Compassionate","Liberal","Person of Faith","Fiscally Conservative","Pro-Life","Strong National Defense"
R_cTID5Cevn00xjsF,"Leftwing","Liberal","Supporters of the Affordable Care Act","Young","People who don't want to pay for anything","racists","gay haters"," people who use religion as an excuse to discriminate"
R_6QgIaTuprrvVXqR,"","","","","Godly/Religious","Racist/Homophobic","Conservative/Hateful","Ignorant/Stupid"
R_2xM08aJjjtTsIVd,"Liberal I am liberal","Democrat I am a Democrat","Female I am female","Young I am young","Religious ","Strict ","Old ","Rich"
R_3F34ipkMfiLB18Z,"Liberal ","Open-minded ","Pro-gay ","Pro-choice","White","Male","Old","Conservative"
R_erOqqaeIr3TdHi5,"Liberals ","Poor ","Younger ","Pro-choice","Conservative ","Fiscal ","Religous ","Christian"
R_WcxxMWdYNZs9tw5,"Liberal ","Intelligent ","Progressive ","Compassionate","Conservative ","Male","Christian","Upper-middle-class"
R_ZsGPAQ1LPNKQWJz,"People who believe in diversity","People who want people to have a fair shot","People who want people to have health care","People who believe in taking care of each other","God-fearing","Racist","Homophobic and","Bigoted"
R_1QtMgpyzWjr6klA,"Liberal","Steadfast","Hopeful","Creative","Racist ","Religious ","Young ","Middle-class"
R_3Oq7L6WlDgOdgKk,"People who want to make a difference","People who want to help others","People who want to do what's best for the world.","People who want to help the country.","Racist","Sexist","Homophobic","Close-minded"
R_bfPCVRkVPchncOh,"People who care about the poor and the less fortunate","People who support the power of business and corporations","People who dislike Republicans and","People who want more government-mandated services","White ","Conservative ","Christian ","Male"
R_1Cv9TPlK1Qh9vQL,"Younger","More urban","Less religious","More educated","Violence ","Ignorance ","Resentment ","Xenophobia"
R_1n8UqXgXHoqTLlj,"Poor","Young","Hispanic","Female","Racist","Homophobic","Stupid","Religion"
R_1q9y71LSCXva8ym,"Liberal","Young","Male","Ideologically","White","Old","Rich","Conservative"
R_88MaMQazpzLpkHP,"Pro-Choice","Pro-Gay Marriage","Pro-Affirmative Action","Pro-Health Care Reform","Those who are religious","Those who are white","Those who are middle-class","Those who are old"
R_cIr12td65A4Xb8d,"Intelligent ","Open-minded ","Liberal ","No social agenda","Moral Values","Smaller Government","Strong Military","Staunch Free-Marketer"
R_1F2kXNBuxI0y2JR,"Liberal or Left-wing","Atheist","Pro-choice","Open-minded","White","White","White","White"
R_eA12zyXNg9CmEQJ,"open-minded","Intellectual","Progressive","Liberal","People who are older than me","People who are more religious than me","People who are more male than me","People who are less educated than me"
R_1IF2VHwdfiVidDt,"Liberal","Democrat","Female","Poor","Religious","Racist","Conservative","Middle-aged white males"
R_1CHEiKNCmPSCMe5,"Poor: I agree with the principle that it is just not right for some people to have so much while others have so little. I have known many poor people in my life, and have tried to help them, because I think that we are all in this together."," Racist: I've known many people of different races, both before and since the civil rights movement, and I have never seen any evidence that any of them were prejudiced. I don't think that just because someone is of a different skin color, they are any less human or deserve less opportunity.","","","I don't know","Rich","White","Old"
R_2DM2jAo7JvhnwMx,"Not religious","Pro-choice","Pro-gay marriage","Pro-welfare","angry","religious","white","conservative"
R_1mkgjQbA3GJc9NI,"Liberal ","Female ","Poor ","Old","Religious zealots","Racist","Tribal","Ignorant"
R_bCWebrOAXnePc0t,"Against the war in Iraq","Anti-Bush","Liberal","Pro-choice","People who support the Republican Party are usually racist","People who support the Republican Party are usually religious","People who support the Republican Party are usually homophobic","People who support the Republican Party are usually hypocritical"
R_2YtztQ9apZz3JT5,"Liberals ","People who are not racist ","People who are not sexist ","People who believe in equal rights","Christian","Conservative","Male","Old"
R_eb0gvywMog1rlc1,"open-minded","Liberal","Young","Educated","wealthy ","male ","white ","Christian"
R_6PBVmwXyNBspwyx,"Poor","Liberal","Uneducated","Bad","White","Male","Rich","Old"
R_9vFDtlpxW3w7KOV,"Democrats are compassionate","Democrats are good people","Democrats care about people","Democrats are the party of the poor","Intelligent","Opinionated","Conservative","Racist"
R_1TfuQsREj67rUgt,"Poor","Uneducated","Young","Female","Liberal","Rich","Self-righteous","Right-wing Christians"
R_2cpNplqLIjfsgkJ,"Liberal ","Pro-Choice ","Liberal ","Pro-Choice","Religious Compared to the average Democrat","Conservative Compared to the average Democrat","Patriotic Compared to the average Democrat","Pro-Business Compared to the average Democrat"
R_3NIdigkXg52egEq,"anti-Republican","liberal","Democrat","liberal","Business owners","People who are against gay marriage","Older people","People who are not educated on the issues"
R_2E4XEKqxSFckgtP,"Liberals","Middle/working class","Young/old","Black/white","White","rural","religious","racist"
R_cAZWSkiCxXps8El,"Liberals ","Democrats ","Socialists ","Communists","Conservative","Patriotic","Christian","Pro-business"
R_XtTdmM2ejovVFMB,"Pro-abortion","Pro-homosexual","Pro-drugs","Pro-perversion","White ","Wealthy ","Old ","Male"
R_0001qlHgysxS08B,"Poor","Uneducated","Women","Minority","Hateful toward the poor","Ignorant about science","Racist","Christianist"
R_1lgDLPIcc9RPXuo,"Liberal","Female","Young","Poor I also mark black and Hispanic here","The rich","The old","White people","The religious"
R_Z3oolDt7uWigKxX,"Poor people , who are dependent on government entitlements, like welfare and food stamps","People who don't have a lot of money, but still have to pay taxes on their income","People who don't like the rich getting richer by 'unfair' means, and don't like how the Republicans try to make it so that the poor and middle class are prevented from getting richer through tax cuts","People who want to be kind to others, and feel that the best way to do that is by giving them money.","Religious ","Conservative ","White ","Racist"
R_6naetVUzLPYo5Hn,"Young ","Urban ","Female ","Liberal","Hateful ","Racist ","Bad ","Evil"
R_AH9cbGTgbnB5AIh,"Liberal ","Progressive ","Activist ","Democratic","Whites","Christian","Conservative","Old"
R_3P1QKm2Gxi1PWox,"Open-minded","Tolerant","Kind","Forgiving","Christian","Conservative","Intelligent","Against abortion"
R_Xty41O8jcHk2e7n,"Liberals","In favor of equal rights for gays and lesbians","In favor of a woman's right to choose abortion","In favor of the separation of church and state","Conservative ","Repressive ","Self-centered ","Angry"
R_2CUipW5JPIDkVgR,"Liberal","American","Urban","Educated","Religious","Conservative","Middle-class","Male"
R_2wmd5KvHUZE5YCg,"Lower class","Liberal","Black","Young","Religious","Conservative","Rural","Republican"
R_ZF3RzIZ2tW80OgF,"Open-minded","Tolerant","Educated","Non-judgemental","Anti-gay","Anti-abortion","Anti-feminist","Racist"
R_1H1x4ZQD1EeR6lx,"Open borders","Anti-war","Pro-gay marriage","Anti-Israel","Sad ","Confused ","Angry ","Mean-spirited"
R_1DCQGzIutRqpCDE,"Anti-American ","Ignorant ","Godless ","Selfish","Ignorant","Racist","Uneducated","Mean spirited"
R_3rFWIehzvBGuVcY,"Liberal","Female","Middle-aged","Upper-class","Evangelical Christian ","White ","Male ","Older"
R_2rA8fVXTlibVeMM,"Generous","Compassionate","Liberal","Intelligent","Racist: There is no getting around it. The Republican Party is the party of the white man. If you are not white and are a man, you will have to work extra hard to be elected to office as a Republican. If you are not white and are a woman, you will be sneered at and ridiculed. If you are not white and are a woman and do not toe the line, you will be accused of being a traitor to your race. If you are not white and do not have money, you will be accused of the same. If you are not white and you are poor, you will have to work","","",""
R_1DCNeSemIsskO0W,"Assholes","Elitists","Hollywood","Liberal","Individuals who want a strong military","Individuals who believe in a smaller government","Individuals who have low taxes","Individuals who believe that the Constitution is the law of the land"
R_sGVwAlv4AOiFIt3,"Liberals ","Feminists ","Young people ","The poor","Christian","Conservative","Conservative","Conservative"
R_01m7PzvW3rnT5Cl,"Open-minded","Intelligent","Liberal","Democratic","Intelligent","Honest","Fair","Kind"
R_1CJ8hDJvYh6iR49,"people who like to solve problems","people who like to help others","people who like to see the good in people","people who like to see fairness in people","Poor white people","","",""
R_2v5GJa2KrkuEe9G,"Open-minded  ","Tolerant  ","Compassionate  ","Liberal","'Greedy' because the GOP is the party of the wealthy, not the average American. (Did you know that the wealthiest 400 Americans own more wealth than the bottom 150 million Americans? That's a fact, not an opinion.)","'Hateful' because the GOP is the party of hate and divisiveness, and the party of exclusion.","'Ignorant' because the GOP is the party of ignorance and denial of science.","'Selfish' because the GOP is the party of the self-reliant and those who think 'I've got mine, so screw you.'"
R_3iqJoWYmCRRfN8d,"Liberal  ","Compassionate  ","Progressive  ","Tolerant","Homophobic","Racist","Selfish","Intolerant"
R_3hc1eDqpN67uGJR,"Liberal","Female","Intelligent","Young","Rich","Selfish","Ignorant","Racist"
R_2atYixn6I4Johaf,"Poor","Young","Female","Non-White","Conservative","Racist","Irrational","Ignorant"
R_3JE1YcUHqfkjj3q,"Charitable ","Intellectual/ educated ","Tolerant/ open-minded ","Progressive","Religious ","Racist ","Nationalist ","Blue collar"
R_dmxrNKN4YIXkyP3,"Male","Moderate","Independent","Poor","racist ","greedy ","homophobic ","stupid"
R_bsGSAm6xfiZd1oV,"People who are stupid","People who are poor","People who are lazy","People who are black","Old","Religious","Rural","White"
R_1r0kY7HLzRjVrcB,"Uninformed ","Irrational ","Uneducated ","Liberal","Conservative","God Fearing","Patriotic","Military"
R_XtsX3Y4CghHGo2R,"Poor","Young","Male","Non-White","Hypocrites","Divorced","Religious","Old"
R_01bAqUhtjvw9r3T,"Liberal","Democrat","Man","Moderate","religious","white","wealthy","racist"
R_1H6OGfn6Z83x2x2,"Liberal","Progressive","Socialist","Democrat","White","Christian","Conservative","Rich"
R_2rT4agcIVQDxiYd,"Anti-American","Anti-Christian","Anti-democratic","Anti-Israel","Bigoted","Racist","Ignorant","Violent"
R_7U2UiKMx23pbshf,"Generous","Intelligent","Liberal","Compassionate","Racists","Homophobes","Sexists","Religious zealots"
R_1IMKfhqGtXVsRkA,"Rich ","Liberal ","Female ","Young","White","Christian","Educated","Middle Class"
R_3dFYOnaBzmT3lfm,"Politically correct ","Not patriotic ","Pro-illegal immigration ","Anti-military","Closed-minded ","Racist ","Homophobic and ","Bigoted"
R_1P1oqj26ovkELlb,"People who are pro-choice","People who are pro-environment","People who are pro-labor","People who are pro-gay","Ignorant ","Irresponsible ","Intolerant ","Insecure"
R_2iaXk7RGN0ZU9Jr,"open-minded","Tolerant","Pro-choice","Pro-environment","Conservative","Religious","Rich","White"
R_1OK7lchTl989mY3,"Liberal","One who gives money away","One who is not very religious","One who is not very patriotic","White","Religious","Privileged","Conservative"
R_bw1mkekf7Z7hBm5,"Liberal","Educated","Female","Middle-class","Religious ","Conservative ","White ","Male"
R_6nDYc5gNlOBvOsd,"Liberal","Young","Female","Poor","Religious","Conservative","Rural","Old"
